Accepted,ActionDate,ActionDescription,ActionType,CompletionDate,ContactId,CreatedBy,CreationDate,CreationNotes,Id,IsAppointment,LastUpdated,LastUpdatedBy,ObjectType,OpportunityId,Priority,UserID,_SourceAppActionID
1,2016-03-21 14:44:11,Chris Brecher's ATR stop eld file for Tradestatio,Note,2016-03-21 14:44:11,1410153,26219,2016-03-21 14:44:11,"
I just took the Day Trading Class. Chris Brecher said I should be able to download the Tradestation platform ATR stop ELD file from the course materials. But it is not there. Please advise! Can you send it to me?

Larry


View full case history in FuseDesk at: https://pt161.fusedesk.com/app/#cases/view/1959948",15207,0,2016-03-21 14:44:11,-1,Note,,3,"",15207
1,2016-04-20 00:27:07,Changed Info for Simpler Trading Scanner Subscription,UPDATE,2016-04-20 00:27:07,812505,-1,2016-04-20 00:27:07,"This contact was modified on 4/20/2016 12:27 AM because of a discrepancy in data while updating.

OLD INFORMATION:
Phone1=
StreetAddress1=
City=
State=null
PostalCode=null
Country=null
LastName=
ContactNotes=
",15769,0,2016-04-20 00:27:07,-1,Note,,3,"",15769
1,2016-04-25 17:42:04,Just so you know...,Note,2016-04-25 17:42:04,1410153,26219,2016-04-25 17:42:05,"Is there anyway you can give some constructive feedback to &quot;Chris&quot; about
how many times he say's &quot;Just so you know?&quot;

I mean I've counted at least 20-30 times each session and frankly, it's
SUPER annoying...To the the point I mute his session.

View full case history in FuseDesk at: https://pt161.fusedesk.com/app/#cases/view/1965332

View full case history in FuseDesk at: https://pt161.fusedesk.com/app/#cases/view/1965332",16361,0,2016-04-25 17:42:05,-1,Note,,3,"",16361
1,2016-07-18 12:39:26,Squeeze,Call,2016-07-18 12:39:26,1410153,64644,2016-07-18 12:39:26,"Here is some documentation for the Squeeze indicator. 

Please see the attached PDF. 

View full case history in FuseDesk at: https://pt161.fusedesk.com/app/#cases/view/1972859

View full case history in FuseDesk at: https://pt161.fusedesk.com/app/#cases/view/1972859",17153,0,2016-07-18 12:39:26,-1,Note,,3,Jared De La Cerda,17153
1,2016-08-11 01:38:49,Changed Info for Simpler Trading Scanner Subscription,UPDATE,2016-08-11 01:38:49,812511,-1,2016-08-11 01:38:49,"This contact was modified on 8/11/2016 1:38 AM because of a discrepancy in data while updating.

OLD INFORMATION:
Phone1=(928) 897-0090
Phone1Type=Work
Phone1Ext=
StreetAddress1=307 Cherri Circle
ContactType=
FirstName=KR Hotze
",17937,0,2016-08-11 01:38:49,-1,Note,,3,"",17937
1,2016-08-29 16:03:45,Cancel ETF Subs,Other,2016-08-29 16:03:45,812501,13,2016-08-29 16:03:45,"Remove subs
Change Tags
Send Conf email
Set task if applicable",19579,0,2016-08-29 16:03:45,13,Note,,3,"",19579
1,2016-11-11 08:12:20,Transferred from SO Support: Refund Scanner Charge,Note,2016-11-11 08:12:20,1410153,61133,2016-11-11 08:12:20,"I cancelled his scanner yesterday but he still got charged today. I've reapplied the cancellation tag today. Please refund.
IFS: https://pt161.infusionsoft.com/Contact/manageContact_legacy.jsp?view=edit&searchResult=92967&ID=92967

Ref case: https://ja125.fusedesk.com/app/#cases/view/8Z8K8366 

View full case history in FuseDesk at: https://pt161.fusedesk.com/app/#cases/view/1985293

View full case history in FuseDesk at: https://pt161.fusedesk.com/app/#cases/view/1985293",20835,0,2016-11-11 08:12:20,-1,Note,,3,Sarah Villanueva,20835
1,2016-11-22 02:53:59,Scanner - Billing Failure,UPDATE,2016-11-22 02:53:59,812505,-1,2016-11-22 02:53:59,Scanner - Billing Failure,21113,0,2016-11-22 02:53:59,-1,Note,,3,"",21113
1,2017-04-13 05:36:33,Scanner - Billing Failure,UPDATE,2017-04-13 05:36:33,1309971,-1,2017-04-13 05:36:33,Scanner - Billing Failure,24340,0,2017-04-13 05:36:33,-1,Note,,3,"",24340
1,2017-04-13 05:36:37,Scanner - Billing Failure,UPDATE,2017-04-13 05:36:37,1401991,-1,2017-04-13 05:36:37,Scanner - Billing Failure,24342,0,2017-04-13 05:36:37,-1,Note,,3,"",24342
1,2017-04-13 05:36:44,Scanner - Billing Failure,UPDATE,2017-04-13 05:36:44,1349893,-1,2017-04-13 05:36:44,Scanner - Billing Failure,24344,0,2017-04-13 05:36:44,-1,Note,,3,"",24344
1,2017-04-13 05:36:53,Scanner - Billing Failure,UPDATE,2017-04-13 05:36:53,1326119,-1,2017-04-13 05:36:53,Scanner - Billing Failure,24346,0,2017-04-13 05:36:53,-1,Note,,3,"",24346
1,2017-04-13 05:37:02,SS - Scanner Cancellation (Bill Fail),Other,2017-04-13 05:37:02,857122,-1,2017-04-13 05:37:02,"Remove subs
Change Tags
Send Conf email
Set task if applicable",24348,0,2017-04-13 05:37:02,-1,Note,,3,"",24348
1,2017-04-13 12:35:57,Changed Info for API - addWithDupeCheck,UPDATE,2017-04-13 12:35:57,1329667,-1,2017-04-13 12:35:57,"This contact was modified on 4/13/2017 12:35 PM because of a discrepancy in data while updating.

OLD INFORMATION:
ContactType=
_SSTTPassword=
_STEPSPassword=
_LegacyPassword=
",24350,0,2017-04-13 12:35:57,-1,Note,,3,"",24350
1,2017-04-13 12:46:40,Changed Info for API - addWithDupeCheck,UPDATE,2017-04-13 12:46:40,841213,-1,2017-04-13 12:46:40,"This contact was modified on 4/13/2017 12:46 PM because of a discrepancy in data while updating.

OLD INFORMATION:
ContactNotes=
",24352,0,2017-04-13 12:46:40,-1,Note,,3,"",24352
1,2017-04-13 12:46:46,Changed Info for API - addWithDupeCheck,UPDATE,2017-04-13 12:46:46,1400255,-1,2017-04-13 12:46:46,"This contact was modified on 4/13/2017 12:46 PM because of a discrepancy in data while updating.

OLD INFORMATION:
ContactNotes=
",24354,0,2017-04-13 12:46:46,-1,Note,,3,"",24354
1,2017-04-13 12:46:48,Changed Info for API - addWithDupeCheck,UPDATE,2017-04-13 12:46:48,1398779,-1,2017-04-13 12:46:48,"This contact was modified on 4/13/2017 12:46 PM because of a discrepancy in data while updating.

OLD INFORMATION:
ContactType=
_SOWPPassword=
_sjpass=
",24356,0,2017-04-13 12:46:48,-1,Note,,3,"",24356
1,2017-04-14 05:38:07,Scanner - Billing Failure,UPDATE,2017-04-14 05:38:07,1400249,-1,2017-04-14 05:38:07,Scanner - Billing Failure,24358,0,2017-04-14 05:38:07,-1,Note,,3,"",24358
1,2017-04-14 05:38:07,Scanner - Billing Failure,UPDATE,2017-04-14 05:38:07,1326341,-1,2017-04-14 05:38:07,Scanner - Billing Failure,24360,0,2017-04-14 05:38:07,-1,Note,,3,"",24360
1,2017-04-14 05:38:07,Scanner - Billing Failure,UPDATE,2017-04-14 05:38:07,1402171,-1,2017-04-14 05:38:07,Scanner - Billing Failure,24362,0,2017-04-14 05:38:07,-1,Note,,3,"",24362
