Accepted,ActionDate,ActionDescription,ActionType,CompletionDate,ContactId,CreatedBy,CreationDate,CreationNotes,EndDate,Id,IsAppointment,LastUpdated,LastUpdatedBy,ObjectType,OpportunityId,PopupDate,Priority,UserID
0,2012-11-29 00:00:00,TTM Initial Warm Up Call,Call,,1413625,-1,2012-11-29 23:17:08,"Initial welcome/warm-up call: Introduce yourself and find if they
received the first confirmation email. Make sure they know where to go on the site to
access materials and login. Also give them an idea of what they can expect going
forward. Let them know they can call YOU if they have questions.",,76431,0,2012-11-29 23:17:08,-1,Task,,2012-11-29 00:00:00,2,Diana Carrera
0,2012-11-30 00:00:00,Follow Up Call,Call,,1413307,-1,2012-11-30 00:17:36,"&quot;How’s it going so far?&quot; Do they have any questions.
Mention an applicable promotion we’re currently having which is either free to attend as
a member or highly discounted.",,76459,0,2012-11-30 00:17:36,-1,Task,,2012-11-30 00:00:00,2,Diana Carrera
0,2012-11-30 00:00:00,Follow Up Call,Call,,1441831,-1,2012-11-30 00:17:37,"&quot;How’s it going so far?&quot; Do they have any questions.
Mention an applicable promotion we’re currently having which is either free to attend as
a member or highly discounted.",,76463,0,2012-11-30 00:17:37,-1,Task,,2012-11-30 00:00:00,2,Diana Carrera
0,2012-11-30 00:00:00,TTM Initial Warm Up Call,Call,,1430229,-1,2012-11-30 10:20:49,"Initial welcome/warm-up call: Introduce yourself and find if they
received the first confirmation email. Make sure they know where to go on the site to
access materials and login. Also give them an idea of what they can expect going
forward. Let them know they can call YOU if they have questions.",,76481,0,2012-11-30 10:20:49,-1,Task,,2012-11-30 00:00:00,2,Diana Carrera
0,2012-12-01 00:00:00,Follow Up Call,Call,,1441935,-1,2012-12-01 05:32:21,"&quot;How’s it going so far?&quot; Do they have any questions.
Mention an applicable promotion we’re currently having which is either free to attend as
a member or highly discounted.",,76537,0,2012-12-01 05:32:21,-1,Task,,2012-12-01 00:00:00,2,Diana Carrera
0,2012-12-01 00:00:00,TTM Initial Warm Up Call,Call,,1443783,-1,2012-12-01 13:32:57,"Initial welcome/warm-up call: Introduce yourself and find if they
received the first confirmation email. Make sure they know where to go on the site to
access materials and login. Also give them an idea of what they can expect going
forward. Let them know they can call YOU if they have questions.",,76545,0,2012-12-01 13:32:57,-1,Task,,2012-12-01 00:00:00,2,Diana Carrera
0,2012-12-01 00:00:00,TTM Initial Warm Up Call,Call,,1410817,-1,2012-12-01 16:32:56,"Initial welcome/warm-up call: Introduce yourself and find if they
received the first confirmation email. Make sure they know where to go on the site to
access materials and login. Also give them an idea of what they can expect going
forward. Let them know they can call YOU if they have questions.",,76551,0,2012-12-01 16:32:56,-1,Task,,2012-12-01 00:00:00,2,Diana Carrera
0,2012-12-01 00:00:00,TTM Initial Warm Up Call,Call,,1443823,-1,2012-12-01 16:32:56,"Initial welcome/warm-up call: Introduce yourself and find if they
received the first confirmation email. Make sure they know where to go on the site to
access materials and login. Also give them an idea of what they can expect going
forward. Let them know they can call YOU if they have questions.",,76553,0,2012-12-01 16:32:56,-1,Task,,2012-12-01 00:00:00,2,Diana Carrera
0,2012-12-02 00:00:00,Follow Up Call,Call,,1441979,-1,2012-12-02 00:39:14,"&quot;How’s it going so far?&quot; Do they have any questions.
Mention an applicable promotion we’re currently having which is either free to attend as
a member or highly discounted.",,76593,0,2012-12-02 00:39:14,-1,Task,,2012-12-02 00:00:00,2,Diana Carrera
0,2012-12-02 00:00:00,Follow Up Call,Call,,1441947,-1,2012-12-02 00:39:14,"&quot;How’s it going so far?&quot; Do they have any questions.
Mention an applicable promotion we’re currently having which is either free to attend as
a member or highly discounted.",,76597,0,2012-12-02 00:39:14,-1,Task,,2012-12-02 00:00:00,2,Diana Carrera
0,2012-12-02 00:00:00,Follow Up Call,Call,,1424595,-1,2012-12-02 00:39:14,"&quot;How’s it going so far?&quot; Do they have any questions.
Mention an applicable promotion we’re currently having which is either free to attend as
a member or highly discounted.",,76599,0,2012-12-02 00:39:14,-1,Task,,2012-12-02 00:00:00,2,Diana Carrera
0,2012-12-05 00:00:00,FQ - New Member Call,Call,,1444003,-1,2012-12-02 08:32:52,FQ - New Member Call,,76613,0,2012-12-02 08:32:52,-1,Task,,2012-12-02 00:00:00,3,Diana Carrera
0,2012-12-05 00:00:00,FQ - New Member Call,Call,,1425229,-1,2012-12-02 21:59:42,FQ - New Member Call,,76625,0,2012-12-02 21:59:42,-1,Task,,2012-12-02 00:00:00,3,Diana Carrera
0,2012-12-03 00:00:00,Follow Up Call,Call,,1441911,-1,2012-12-03 00:41:58,"&quot;How’s it going so far?&quot; Do they have any questions.
Mention an applicable promotion we’re currently having which is either free to attend as
a member or highly discounted.",,76667,0,2012-12-03 00:41:58,-1,Task,,2012-12-03 00:00:00,2,Diana Carrera
0,2012-12-03 00:00:00,Follow Up Call,Call,,1442015,-1,2012-12-03 00:41:58,"&quot;How’s it going so far?&quot; Do they have any questions.
Mention an applicable promotion we’re currently having which is either free to attend as
a member or highly discounted.",,76669,0,2012-12-03 00:41:58,-1,Task,,2012-12-03 00:00:00,2,Diana Carrera
0,2012-12-03 00:00:00,Follow Up Call,Call,,1442001,-1,2012-12-03 00:41:58,"&quot;How’s it going so far?&quot; Do they have any questions.
Mention an applicable promotion we’re currently having which is either free to attend as
a member or highly discounted.",,76671,0,2012-12-03 00:41:58,-1,Task,,2012-12-03 00:00:00,2,Diana Carrera
0,2012-12-03 00:00:00,Follow Up Call,Call,,1442067,-1,2012-12-03 00:41:58,"&quot;How’s it going so far?&quot; Do they have any questions.
Mention an applicable promotion we’re currently having which is either free to attend as
a member or highly discounted.",,76673,0,2012-12-03 00:41:58,-1,Task,,2012-12-03 00:00:00,2,Diana Carrera
0,2012-12-03 00:00:00,Follow Up Call,Call,,1442047,-1,2012-12-03 00:41:58,"&quot;How’s it going so far?&quot; Do they have any questions.
Mention an applicable promotion we’re currently having which is either free to attend as
a member or highly discounted.",,76675,0,2012-12-03 00:41:58,-1,Task,,2012-12-03 00:00:00,2,Diana Carrera
0,2012-12-03 00:00:00,Follow Up Call,Call,,1441879,-1,2012-12-03 00:41:58,"&quot;How’s it going so far?&quot; Do they have any questions.
Mention an applicable promotion we’re currently having which is either free to attend as
a member or highly discounted.",,76677,0,2012-12-03 00:41:58,-1,Task,,2012-12-03 00:00:00,2,Diana Carrera
0,2012-12-03 00:00:00,TTM Initial Warm Up Call,Call,,1444019,-1,2012-12-03 11:45:29,"Initial welcome/warm-up call: Introduce yourself and find if they
received the first confirmation email. Make sure they know where to go on the site to
access materials and login. Also give them an idea of what they can expect going
forward. Let them know they can call YOU if they have questions.",,76727,0,2012-12-03 11:45:29,-1,Task,,2012-12-03 00:00:00,2,Diana Carrera
0,2012-12-03 00:00:00,TTM Initial Warm Up Call,Call,,1444157,-1,2012-12-03 15:45:44,"Initial welcome/warm-up call: Introduce yourself and find if they
received the first confirmation email. Make sure they know where to go on the site to
access materials and login. Also give them an idea of what they can expect going
forward. Let them know they can call YOU if they have questions.",,76771,0,2012-12-03 15:45:44,-1,Task,,2012-12-03 00:00:00,2,Diana Carrera
0,2012-12-03 00:00:00,TTM Initial Warm Up Call,Call,,1444249,-1,2012-12-03 20:03:34,"Initial welcome/warm-up call: Introduce yourself and find if they
received the first confirmation email. Make sure they know where to go on the site to
access materials and login. Also give them an idea of what they can expect going
forward. Let them know they can call YOU if they have questions.",,76787,0,2012-12-03 20:03:34,-1,Task,,2012-12-03 00:00:00,2,Diana Carrera
0,2012-12-06 00:00:00,FQ - New Member Call,Call,,1424081,-1,2012-12-03 22:46:47,FQ - New Member Call,,76791,0,2012-12-03 22:46:47,-1,Task,,2012-12-03 00:00:00,3,Diana Carrera
0,2012-12-04 00:00:00,Follow Up Call,Call,,1424799,-1,2012-12-04 00:04:37,"&quot;How’s it going so far?&quot; Do they have any questions.
Mention an applicable promotion we’re currently having which is either free to attend as
a member or highly discounted.",,76815,0,2012-12-04 00:04:37,-1,Task,,2012-12-04 00:00:00,2,Diana Carrera
0,2012-12-04 00:00:00,TTM Initial Warm Up Call,Call,,1415207,-1,2012-12-04 11:05:12,"Initial welcome/warm-up call: Introduce yourself and find if they
received the first confirmation email. Make sure they know where to go on the site to
access materials and login. Also give them an idea of what they can expect going
forward. Let them know they can call YOU if they have questions.",,76835,0,2012-12-04 11:05:12,-1,Task,,2012-12-04 00:00:00,2,Diana Carrera
0,2012-12-07 00:00:00,FQ - New Member Call,Call,,1444245,-1,2012-12-04 21:17:11,FQ - New Member Call,,76897,0,2012-12-04 21:17:11,-1,Task,,2012-12-04 00:00:00,3,Diana Carrera
0,2012-12-04 00:00:00,FQ Initial Warm Up Call,Call,,1444245,-1,2012-12-04 21:28:20,"Initial welcome/warm-up call: Introduce yourself and find if they
received the first confirmation email. Make sure they know where to go on the site to
access materials and login. Also give them an idea of what they can expect going
forward. Let them know they can call YOU if they have questions.
Day 2 - Email - 1st Tip: &quot;Watch Welcome Video and familiarize yourself",,76901,0,2012-12-04 21:28:20,-1,Task,,2012-12-04 00:00:00,2,Diana Carrera
0,2012-12-05 00:00:00,Follow Up Call,Call,,1441997,-1,2012-12-05 06:38:49,"&quot;How’s it going so far?&quot; Do they have any questions.
Mention an applicable promotion we’re currently having which is either free to attend as
a member or highly discounted.
Day 8 - Email - 4th Tip: Point out",,76903,0,2012-12-05 06:38:49,-1,Task,,2012-12-05 00:00:00,2,Diana Carrera
0,2012-12-05 00:00:00,Follow Up Call,Call,,1411023,-1,2012-12-05 06:38:50,"&quot;How’s it going so far?&quot; Do they have any questions.
Mention an applicable promotion we’re currently having which is either free to attend as
a member or highly discounted.
Day 8 - Email - 4th Tip: Point out",,76905,0,2012-12-05 06:38:50,-1,Task,,2012-12-05 00:00:00,2,Diana Carrera
0,2012-12-08 00:00:00,FQ - New Member Call,Call,,1411063,-1,2012-12-05 22:12:53,FQ - New Member Call,,76993,0,2012-12-05 22:12:53,-1,Task,,2012-12-05 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1444173,-1,2012-12-06 07:36:04,FQ - New Member Call,,77069,0,2012-12-06 07:36:04,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1444173,-1,2012-12-06 07:37:20,FQ - New Member Call,,77071,0,2012-12-06 07:37:20,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1421003,-1,2012-12-06 21:02:01,FQ - New Member Call,,77111,0,2012-12-06 21:02:01,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1411051,-1,2012-12-06 21:02:14,FQ - New Member Call,,77113,0,2012-12-06 21:02:14,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1444241,-1,2012-12-06 21:03:33,FQ - New Member Call,,77115,0,2012-12-06 21:03:33,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1444257,-1,2012-12-06 21:04:25,FQ - New Member Call,,77119,0,2012-12-06 21:04:25,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1418921,-1,2012-12-06 21:04:54,FQ - New Member Call,,77123,0,2012-12-06 21:04:54,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1411811,-1,2012-12-06 21:07:39,FQ - New Member Call,,77125,0,2012-12-06 21:07:39,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1444279,-1,2012-12-06 21:07:51,FQ - New Member Call,,77127,0,2012-12-06 21:07:51,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1415551,-1,2012-12-06 21:08:26,FQ - New Member Call,,77129,0,2012-12-06 21:08:26,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1430155,-1,2012-12-06 21:10:30,FQ - New Member Call,,77131,0,2012-12-06 21:10:30,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1430155,-1,2012-12-06 21:10:31,FQ - New Member Call,,77133,0,2012-12-06 21:10:31,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1410495,-1,2012-12-06 21:11:19,FQ - New Member Call,,77137,0,2012-12-06 21:11:19,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1417089,-1,2012-12-06 21:24:59,FQ - New Member Call,,77141,0,2012-12-06 21:24:59,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1424799,-1,2012-12-06 21:26:03,FQ - New Member Call,,77143,0,2012-12-06 21:26:03,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1412073,-1,2012-12-06 21:28:33,FQ - New Member Call,,77145,0,2012-12-06 21:28:33,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1444305,-1,2012-12-06 21:30:11,FQ - New Member Call,,77147,0,2012-12-06 21:30:11,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1444239,-1,2012-12-06 21:31:36,FQ - New Member Call,,77149,0,2012-12-06 21:31:36,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1444253,-1,2012-12-06 21:33:35,FQ - New Member Call,,77151,0,2012-12-06 21:33:35,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-09 00:00:00,FQ - New Member Call,Call,,1444265,-1,2012-12-06 21:35:36,FQ - New Member Call,,77153,0,2012-12-06 21:35:36,-1,Task,,2012-12-06 00:00:00,3,Diana Carrera
0,2012-12-10 00:00:00,FQ - New Member Call,Call,,1441615,-1,2012-12-07 20:08:08,FQ - New Member Call,,77383,0,2012-12-07 20:08:08,-1,Task,,2012-12-07 00:00:00,3,Diana Carrera
0,2012-12-10 00:00:00,FQ - New Member Call,Call,,1444327,-1,2012-12-07 20:33:22,FQ - New Member Call,,77389,0,2012-12-07 20:33:22,-1,Task,,2012-12-07 00:00:00,3,Diana Carrera
0,2012-12-10 00:00:00,FQ - New Member Call,Call,,1441597,-1,2012-12-07 23:22:31,FQ - New Member Call,,77395,0,2012-12-07 23:22:31,-1,Task,,2012-12-07 00:00:00,3,Diana Carrera
0,2012-12-10 00:00:00,FQ - New Member Call,Call,,1444345,-1,2012-12-07 23:53:28,FQ - New Member Call,,77399,0,2012-12-07 23:53:28,-1,Task,,2012-12-07 00:00:00,3,Diana Carrera
0,2012-12-11 00:00:00,FQ - New Member Call,Call,,1413373,-1,2012-12-08 00:01:24,FQ - New Member Call,,77401,0,2012-12-08 00:01:24,-1,Task,,2012-12-08 00:00:00,3,Diana Carrera
0,2012-12-11 00:00:00,FQ - New Member Call,Call,,1414915,-1,2012-12-08 00:15:09,FQ - New Member Call,,77403,0,2012-12-08 00:15:09,-1,Task,,2012-12-08 00:00:00,3,Diana Carrera
0,2012-12-12 00:00:00,FQ - New Member Call,Call,,1418683,-1,2012-12-09 09:41:25,FQ - New Member Call,,77507,0,2012-12-09 09:41:25,-1,Task,,2012-12-09 00:00:00,3,Diana Carrera
0,2012-12-12 00:00:00,FQ - New Member Call,Call,,1444295,-1,2012-12-09 12:58:02,FQ - New Member Call,,77511,0,2012-12-09 12:58:02,-1,Task,,2012-12-09 00:00:00,3,Diana Carrera
0,2012-12-12 00:00:00,FQ - New Member Call,Call,,1444311,-1,2012-12-09 15:20:11,FQ - New Member Call,,77515,0,2012-12-09 15:20:11,-1,Task,,2012-12-09 00:00:00,3,Diana Carrera
0,2012-12-12 00:00:00,FQ - New Member Call,Call,,1410947,-1,2012-12-09 15:21:38,FQ - New Member Call,,77517,0,2012-12-09 15:21:38,-1,Task,,2012-12-09 00:00:00,3,Diana Carrera
0,2012-12-12 00:00:00,FQ - New Member Call,Call,,1444331,-1,2012-12-09 15:31:30,FQ - New Member Call,,77523,0,2012-12-09 15:31:30,-1,Task,,2012-12-09 00:00:00,3,Diana Carrera
0,2012-12-12 00:00:00,FQ - New Member Call,Call,,1444343,-1,2012-12-09 15:32:42,FQ - New Member Call,,77525,0,2012-12-09 15:32:42,-1,Task,,2012-12-09 00:00:00,3,Diana Carrera
0,2012-12-12 00:00:00,FQ - New Member Call,Call,,1444275,-1,2012-12-09 15:41:14,FQ - New Member Call,,77527,0,2012-12-09 15:41:14,-1,Task,,2012-12-09 00:00:00,3,Diana Carrera
0,2012-12-12 00:00:00,FQ - New Member Call,Call,,1444357,-1,2012-12-09 16:07:14,FQ - New Member Call,,77549,0,2012-12-09 16:07:14,-1,Task,,2012-12-09 00:00:00,3,Diana Carrera
0,2012-12-12 00:00:00,FQ - New Member Call,Call,,1410849,-1,2012-12-09 16:16:16,FQ - New Member Call,,77553,0,2012-12-09 16:16:16,-1,Task,,2012-12-09 00:00:00,3,Diana Carrera
0,2012-12-12 00:00:00,FQ - New Member Call,Call,,1444373,-1,2012-12-09 16:19:27,FQ - New Member Call,,77555,0,2012-12-09 16:19:27,-1,Task,,2012-12-09 00:00:00,3,Diana Carrera
0,2012-12-12 00:00:00,FQ - New Member Call,Call,,1444403,-1,2012-12-09 16:21:07,FQ - New Member Call,,77557,0,2012-12-09 16:21:07,-1,Task,,2012-12-09 00:00:00,3,Diana Carrera
0,2012-12-12 00:00:00,FQ - New Member Call,Call,,1418649,-1,2012-12-09 16:30:19,FQ - New Member Call,,77559,0,2012-12-09 16:30:19,-1,Task,,2012-12-09 00:00:00,3,Diana Carrera
0,2012-12-12 00:00:00,FQ - New Member Call,Call,,1427555,-1,2012-12-09 16:35:28,FQ - New Member Call,,77561,0,2012-12-09 16:35:28,-1,Task,,2012-12-09 00:00:00,3,Diana Carrera
0,2012-12-12 00:00:00,FQ - New Member Call,Call,,1444413,-1,2012-12-09 17:06:09,FQ - New Member Call,,77577,0,2012-12-09 17:06:09,-1,Task,,2012-12-09 00:00:00,3,Diana Carrera
