InvoiceId,PayDate,PayType,PayAmt,PayNote
478427,2012-05-15 13:49:03,Credit Card,97.0,Auto-charge for Invoice #837
478435,2012-05-15 22:16:20,Credit Card,97.0,Auto-charge for Invoice #847
478451,2012-05-21 20:08:59,Credit Card,7.0,Auto-charge for Invoice #897
478459,2012-05-28 09:29:43,Credit Card,7.0,Auto-charge for Invoice #937
478475,2012-05-29 03:02:53,Credit Card,7.0,Auto-charge for Invoice #939
478491,2012-06-19 15:32:22,Credit Card,97.0,Auto-charge for Invoice #1091
478499,2012-06-19 23:38:09,Credit Card,97.0,Auto-charge for Invoice #1097
478525,2012-06-25 16:57:11,Credit Card,7.0,Auto-charge for Invoice #1135
478557,2012-06-26 13:34:21,Credit Card,147.0,Auto-charge for Invoice #1143
478465,2012-06-26 08:01:19,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Tue Jun 26 21:01:20 EDT 2012
478477,2012-06-26 08:07:12,www.simpleroptions.com,147.0,www.simpleroptions.com Automated Payment: from API on Tue Jun 26 21:07:14 EDT 2012
478507,2012-06-26 08:12:40,www.simpleroptions.com,1497.0,www.simpleroptions.com Automated Payment: from API on Tue Jun 26 21:12:42 EDT 2012
478517,2012-06-26 08:15:03,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Tue Jun 26 21:15:05 EDT 2012
478559,2012-06-26 08:17:22,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Tue Jun 26 21:17:23 EDT 2012
478575,2012-06-26 08:17:28,www.simpleroptions.com,997.0,www.simpleroptions.com Automated Payment: from API on Tue Jun 26 21:17:29 EDT 2012
478587,2012-06-26 08:20:05,www.simpleroptions.com,997.0,www.simpleroptions.com Automated Payment: from API on Tue Jun 26 21:20:07 EDT 2012
478599,2012-06-26 08:25:35,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Tue Jun 26 21:25:38 EDT 2012
478479,2012-06-26 08:27:52,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Tue Jun 26 21:27:54 EDT 2012
478493,2012-06-26 08:32:01,www.simpleroptions.com,997.0,www.simpleroptions.com Automated Payment: from API on Tue Jun 26 21:32:03 EDT 2012
478511,2012-06-26 08:43:30,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Tue Jun 26 21:43:32 EDT 2012
478523,2012-06-26 10:51:56,www.simpleroptions.com,997.0,www.simpleroptions.com Automated Payment: from API on Tue Jun 26 23:51:58 EDT 2012
478535,2012-06-27 12:38:49,www.simpleroptions.com,147.0,www.simpleroptions.com Automated Payment: from API on Wed Jun 27 01:38:51 EDT 2012
478551,2012-06-27 12:48:06,www.simpleroptions.com,997.0,www.simpleroptions.com Automated Payment: from API on Wed Jun 27 01:48:07 EDT 2012
478567,2012-06-27 10:17:02,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Wed Jun 27 11:17:03 EDT 2012
478579,2012-06-27 11:24:23,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Wed Jun 27 12:24:24 EDT 2012
478605,2012-06-27 04:05:53,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Wed Jun 27 17:05:52 EDT 2012
478625,2012-06-27 07:43:39,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Wed Jun 27 20:43:39 EDT 2012
478495,2012-06-27 08:11:16,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Wed Jun 27 21:11:15 EDT 2012
478521,2012-06-28 09:25:05,www.simpleroptions.com,997.0,www.simpleroptions.com Automated Payment: from API on Thu Jun 28 22:25:04 EDT 2012
478537,2012-06-29 12:15:18,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Fri Jun 29 01:15:16 EDT 2012
478549,2012-06-29 12:58:36,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Fri Jun 29 13:58:35 EDT 2012
478561,2012-06-29 03:02:38,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Fri Jun 29 16:02:36 EDT 2012
478577,2012-06-29 03:20:55,www.simpleroptions.com,797.0,www.simpleroptions.com Automated Payment: from API on Fri Jun 29 16:20:54 EDT 2012
478593,2012-06-29 06:06:40,www.simpleroptions.com,997.0,www.simpleroptions.com Automated Payment: from API on Fri Jun 29 19:06:39 EDT 2012
478607,2012-06-30 08:07:10,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sat Jun 30 09:07:09 EDT 2012
478623,2012-06-30 09:37:41,www.simpleroptions.com,0.0,www.simpleroptions.com Automated Payment: from API on Sat Jun 30 22:37:39 EDT 2012
478513,2012-07-01 07:11:25,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 08:11:24 EDT 2012
478539,2012-07-01 07:16:32,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 08:16:31 EDT 2012
478545,2012-07-01 07:51:10,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 08:51:08 EDT 2012
478571,2012-07-01 08:01:53,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 09:01:51 EDT 2012
478581,2012-07-01 08:17:40,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 09:17:38 EDT 2012
478595,2012-07-01 08:28:27,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 09:28:26 EDT 2012
478615,2012-07-01 08:50:59,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 09:50:58 EDT 2012
478629,2012-07-01 08:57:47,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 09:57:46 EDT 2012
478649,2012-07-01 08:58:31,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 09:58:29 EDT 2012
478669,2012-07-01 09:05:11,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 10:05:10 EDT 2012
478515,2012-07-01 09:05:25,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 10:05:24 EDT 2012
478529,2012-07-01 09:15:42,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 10:15:41 EDT 2012
478547,2012-07-01 09:58:50,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 10:58:49 EDT 2012
478563,2012-07-01 10:17:37,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 11:17:35 EDT 2012
478585,2012-07-01 10:19:02,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 11:19:00 EDT 2012
478601,2012-07-01 11:31:54,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 12:31:52 EDT 2012
478617,2012-07-01 12:29:38,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 13:29:36 EDT 2012
478641,2012-07-01 12:36:05,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 13:36:03 EDT 2012
478651,2012-07-01 12:43:57,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 13:43:55 EDT 2012
478659,2012-07-01 12:57:17,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 13:57:15 EDT 2012
478543,2012-07-01 01:01:06,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 14:01:04 EDT 2012
478569,2012-07-01 02:38:02,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 15:38:00 EDT 2012
478591,2012-07-01 03:29:21,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 16:29:20 EDT 2012
478603,2012-07-01 03:31:15,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 16:31:14 EDT 2012
478621,2012-07-01 03:33:50,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 16:33:48 EDT 2012
478637,2012-07-01 04:14:07,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 17:14:06 EDT 2012
478657,2012-07-01 04:34:16,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 17:34:14 EDT 2012
478677,2012-07-01 08:02:15,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 21:02:14 EDT 2012
478553,2012-07-01 09:12:05,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 22:12:04 EDT 2012
478565,2012-07-01 09:28:59,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 22:28:58 EDT 2012
478589,2012-07-01 09:30:28,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 01 22:30:26 EDT 2012
478609,2012-07-01 11:22:02,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 00:22:00 EDT 2012
478619,2012-07-02 12:27:27,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 01:27:25 EDT 2012
478631,2012-07-02 02:37:07,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 03:37:05 EDT 2012
478645,2012-07-02 02:51:53,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 03:51:51 EDT 2012
478671,2012-07-02 04:09:20,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 05:09:18 EDT 2012
478689,2012-07-02 04:15:33,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 05:15:32 EDT 2012
478703,2012-07-02 06:25:28,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 07:25:27 EDT 2012
478573,2012-07-02 07:14:11,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 08:14:10 EDT 2012
478583,2012-07-02 07:20:12,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 08:20:11 EDT 2012
478597,2012-07-02 07:22:50,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 08:22:49 EDT 2012
478611,2012-07-02 07:39:04,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 08:39:02 EDT 2012
478627,2012-07-02 07:56:26,www.simpleroptions.com,79.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 08:56:25 EDT 2012
478643,2012-07-02 07:59:27,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 08:59:25 EDT 2012
478667,2012-07-02 08:37:25,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 09:37:24 EDT 2012
478687,2012-07-02 10:55:17,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 11:55:16 EDT 2012
478699,2012-07-02 10:58:01,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 11:58:00 EDT 2012
478713,2012-07-02 11:53:17,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 12:53:15 EDT 2012
478613,2012-07-02 02:50:06,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 15:50:05 EDT 2012
478633,2012-07-02 04:39:26,www.simpleroptions.com,997.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 17:39:25 EDT 2012
478653,2012-07-02 05:07:21,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 18:07:20 EDT 2012
478673,2012-07-02 07:31:24,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 02 20:31:22 EDT 2012
478683,2012-07-02 11:22:30,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Tue Jul 03 00:22:29 EDT 2012
478705,2012-07-03 12:34:59,www.simpleroptions.com,147.0,www.simpleroptions.com Automated Payment: from API on Tue Jul 03 01:34:58 EDT 2012
478717,2012-07-03 02:46:32,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Tue Jul 03 03:46:31 EDT 2012
478731,2012-07-03 10:40:42,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Tue Jul 03 11:40:42 EDT 2012
478745,2012-07-03 12:17:12,www.fibonacciqueen.com,147.0,www.fibonacciqueen.com Automated Payment: from API on Tue Jul 03 13:17:11 EDT 2012
478763,2012-07-03 04:20:45,www.simpleroptions.com,97.0,www.simpleroptions.com Automated Payment: from API on Tue Jul 03 17:20:45 EDT 2012
478635,2012-07-03 06:12:05,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Tue Jul 03 19:12:04 EDT 2012
478647,2012-07-03 06:24:48,www.simpleroptions.com,997.0,www.simpleroptions.com Automated Payment: from API on Tue Jul 03 19:24:47 EDT 2012
478681,2012-07-04 04:29:51,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Wed Jul 04 17:29:51 EDT 2012
478715,2012-07-05 06:10:24,www.simpleroptions.com,79.0,www.simpleroptions.com Automated Payment: from API on Thu Jul 05 07:10:23 EDT 2012
478765,2012-07-06 04:24:19,www.tradethemarkets.com,7.0,www.tradethemarkets.com Automated Payment: from API on Fri Jul 06 17:24:19 EDT 2012
478781,2012-07-06 04:36:47,www.tradethemarkets.com,396.0,www.tradethemarkets.com Automated Payment: from API on Fri Jul 06 17:36:47 EDT 2012
478639,2012-07-06 05:53:55,www.tradethemarkets.com,9.97,www.tradethemarkets.com Automated Payment: from API on Fri Jul 06 18:53:54 EDT 2012
478655,2012-07-06 06:32:21,www.fibonacciqueen.com,7.0,www.fibonacciqueen.com Automated Payment: from API on Fri Jul 06 19:32:21 EDT 2012
478665,2012-07-07 07:36:31,www.tradethemarkets.com,9.97,www.tradethemarkets.com Automated Payment: from API on Sat Jul 07 08:36:31 EDT 2012
478679,2012-07-07 07:43:15,www.tradethemarkets.com,9.97,www.tradethemarkets.com Automated Payment: from API on Sat Jul 07 08:43:15 EDT 2012
478693,2012-07-07 09:07:51,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sat Jul 07 10:07:51 EDT 2012
478709,2012-07-07 12:16:22,www.tradethemarkets.com,9.97,www.tradethemarkets.com Automated Payment: from API on Sat Jul 07 13:16:22 EDT 2012
478725,2012-07-07 12:21:22,www.tradethemarkets.com,704.95,www.tradethemarkets.com Automated Payment: from API on Sat Jul 07 13:21:22 EDT 2012
478735,2012-07-08 01:40:11,www.tradethemarkets.com,7.0,www.tradethemarkets.com Automated Payment: from API on Sun Jul 08 02:40:11 EDT 2012
478751,2012-07-08 03:28:12,www.simpleroptions.com,79.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 08 04:28:12 EDT 2012
478767,2012-07-08 09:01:30,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 08 10:01:30 EDT 2012
478675,2012-07-08 09:02:25,www.tradethemarkets.com,499.0,www.tradethemarkets.com Automated Payment: from API on Sun Jul 08 10:02:25 EDT 2012
478691,2012-07-08 09:55:55,www.tradethemarkets.com,7.0,www.tradethemarkets.com Automated Payment: from API on Sun Jul 08 10:55:55 EDT 2012
478707,2012-07-08 11:58:27,www.tradethemarkets.com,9.97,www.tradethemarkets.com Automated Payment: from API on Sun Jul 08 12:58:28 EDT 2012
478723,2012-07-08 04:58:39,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Sun Jul 08 17:58:40 EDT 2012
478737,2012-07-08 06:39:23,www.tradethemarkets.com,9.97,www.tradethemarkets.com Automated Payment: from API on Sun Jul 08 19:39:24 EDT 2012
478753,2012-07-08 07:20:42,www.tradethemarkets.com,7.0,www.tradethemarkets.com Automated Payment: from API on Sun Jul 08 20:20:42 EDT 2012
478785,2012-07-08 09:46:48,www.tradethemarkets.com,7.0,www.tradethemarkets.com Automated Payment: from API on Sun Jul 08 22:46:49 EDT 2012
478799,2012-07-09 12:13:05,www.tradethemarkets.com,9.97,www.tradethemarkets.com Automated Payment: from API on Mon Jul 09 01:13:06 EDT 2012
478701,2012-07-09 05:35:33,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 09 06:35:38 EDT 2012
478741,2012-07-09 07:41:07,www.tradethemarkets.com,7.0,www.tradethemarkets.com Automated Payment: from API on Mon Jul 09 20:41:08 EDT 2012
478755,2012-07-09 08:11:11,www.tradethemarkets.com,7.0,www.tradethemarkets.com Automated Payment: from API on Mon Jul 09 21:11:12 EDT 2012
478771,2012-07-09 10:16:44,www.simpleroptions.com,79.0,www.simpleroptions.com Automated Payment: from API on Mon Jul 09 23:16:44 EDT 2012
478783,2012-07-09 10:49:07,www.tradethemarkets.com,7.0,www.tradethemarkets.com Automated Payment: from API on Mon Jul 09 23:49:08 EDT 2012
478801,2012-07-10 12:16:06,www.simpleroptions.com,147.0,www.simpleroptions.com Automated Payment: from API on Tue Jul 10 01:16:07 EDT 2012
478819,2012-07-10 12:51:30,www.tradethemarkets.com,0.0,www.tradethemarkets.com Automated Payment: from API on Tue Jul 10 01:51:31 EDT 2012
478835,2012-07-10 02:47:13,www.tradethemarkets.com,9.97,www.tradethemarkets.com Automated Payment: from API on Tue Jul 10 03:47:14 EDT 2012
478697,2012-07-10 07:27:27,www.tradethemarkets.com,7.0,www.tradethemarkets.com Automated Payment: from API on Tue Jul 10 08:27:28 EDT 2012
478711,2012-07-10 09:25:43,www.tradethemarkets.com,9.97,www.tradethemarkets.com Automated Payment: from API on Tue Jul 10 10:25:44 EDT 2012
478727,2012-07-10 11:10:43,www.simpleroptions.com,997.0,www.simpleroptions.com Automated Payment: from API on Tue Jul 10 12:10:44 EDT 2012
478759,2012-07-10 03:48:52,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Tue Jul 10 16:48:53 EDT 2012
478803,2012-07-10 07:24:51,www.tradethemarkets.com,2041.0,www.tradethemarkets.com Automated Payment: from API on Tue Jul 10 20:24:52 EDT 2012
478829,2012-07-10 07:31:06,www.tradethemarkets.com,9.97,www.tradethemarkets.com Automated Payment: from API on Tue Jul 10 20:31:07 EDT 2012
478757,2012-07-11 07:05:32,www.tradethemarkets.com,0.0,www.tradethemarkets.com Automated Payment: from API on Wed Jul 11 08:05:34 EDT 2012
478773,2012-07-11 11:04:06,www.simpleroptions.com,1000.0,www.simpleroptions.com Automated Payment: from API on Wed Jul 11 12:04:07 EDT 2012
478791,2012-07-11 02:54:47,www.simpleroptions.com,79.0,www.simpleroptions.com Automated Payment: from API on Wed Jul 11 15:54:48 EDT 2012
478825,2012-07-11 03:33:06,www.simpleroptions.com,7.0,www.simpleroptions.com Automated Payment: from API on Wed Jul 11 16:33:07 EDT 2012
478845,2012-07-12 07:18:40,www.tradethemarkets.com,7.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 08:18:42 EDT 2012
478851,2012-07-12 07:36:49,www.tradethemarkets.com,398.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 08:36:51 EDT 2012
478863,2012-07-12 11:09:53,www.tradethemarkets.com,9.97,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 12:09:55 EDT 2012
478733,2012-07-12 11:27:00,www.tradethemarkets.com,9.97,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 12:27:01 EDT 2012
478747,2012-07-12 11:55:03,www.tradethemarkets.com,499.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 12:55:04 EDT 2012
478761,2012-07-12 02:05:51,www.tradethemarkets.com,9.97,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 15:05:52 EDT 2012
478789,2012-07-12 03:39:25,www.tradethemarkets.com,6509.95,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 16:39:27 EDT 2012
478811,2012-07-12 04:37:19,www.simpleroptions.com,300.0,www.simpleroptions.com Automated Payment: from API on Thu Jul 12 17:37:20 EDT 2012
478821,2012-07-12 07:58:29,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 20:58:31 EDT 2012
478843,2012-07-12 07:58:58,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 20:59:00 EDT 2012
478859,2012-07-12 08:02:35,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 21:02:37 EDT 2012
478869,2012-07-12 08:02:58,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 21:03:00 EDT 2012
478779,2012-07-12 08:03:12,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 21:03:14 EDT 2012
478797,2012-07-12 08:06:16,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 21:06:17 EDT 2012
478807,2012-07-12 08:14:14,www.tradethemarkets.com,497.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 21:14:15 EDT 2012
478823,2012-07-12 08:20:49,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 21:20:50 EDT 2012
478841,2012-07-12 08:21:28,www.tradethemarkets.com,497.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 21:21:30 EDT 2012
478871,2012-07-12 08:22:38,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 21:22:40 EDT 2012
478871,2012-07-12 08:22:38,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 21:22:40 EDT 2012
478883,2012-07-12 08:23:11,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 21:23:13 EDT 2012
478905,2012-07-12 08:25:30,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 21:25:32 EDT 2012
478917,2012-07-12 08:28:20,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 21:28:22 EDT 2012
478809,2012-07-12 08:31:02,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 21:31:04 EDT 2012
478817,2012-07-12 08:33:38,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 21:33:40 EDT 2012
478831,2012-07-12 08:36:51,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 21:36:53 EDT 2012
478849,2012-07-12 08:40:10,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 21:40:12 EDT 2012
478877,2012-07-12 08:44:57,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 21:44:59 EDT 2012
478893,2012-07-12 08:50:45,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 21:50:47 EDT 2012
478909,2012-07-12 09:00:53,www.tradethemarkets.com,7.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 22:00:55 EDT 2012
478913,2012-07-12 09:04:23,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 22:04:24 EDT 2012
478927,2012-07-12 09:11:38,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 22:11:39 EDT 2012
478795,2012-07-12 10:25:29,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Thu Jul 12 23:25:31 EDT 2012
478813,2012-07-12 11:03:46,www.tradethemarkets.com,997.0,www.tradethemarkets.com Automated Payment: from API on Fri Jul 13 00:03:47 EDT 2012
478827,2012-07-12 11:20:21,www.tradethemarkets.com,7.0,www.tradethemarkets.com Automated Payment: from API on Fri Jul 13 00:20:23 EDT 2012
478837,2012-07-12 11:50:58,www.tradethemarkets.com,497.0,www.tradethemarkets.com Automated Payment: from API on Fri Jul 13 00:51:00 EDT 2012
